                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    319,                0.23015,                  0.173,                0.80244,                0.86657,                0.88152,                0.91947,                 0.7863,                0.61694,                0.45686,                 1.0117,              0.0021295,              0.0021295,              0.0021295
                    320,                0.21861,                0.16738,                0.80637,                0.88706,                0.84834,                0.91616,                0.78429,                0.62271,                0.47044,                 1.0129,              0.0021048,              0.0021048,              0.0021048
                    321,                 0.2233,                0.16969,                0.80407,                0.86471,                0.86967,                0.91473,                0.77918,                0.62408,                0.46782,                 1.0154,                0.00208,                0.00208,                0.00208
                    322,                0.21025,                0.16135,                0.79681,                 0.8805,                0.86256,                0.91644,                0.78115,                0.61814,                0.46639,                  1.011,              0.0020553,              0.0020553,              0.0020553
                    323,                 0.2196,                0.16952,                0.80522,                 0.8678,                0.87106,                0.91527,                0.77968,                0.61748,                0.46447,                 1.0126,              0.0020305,              0.0020305,              0.0020305
                    324,                0.22236,                0.17064,                0.80426,                0.86861,                0.87204,                0.91374,                0.77862,                0.62035,                0.46858,                 1.0168,              0.0020058,              0.0020058,              0.0020058
                    325,                0.21262,                0.16313,                0.80367,                0.87425,                0.86493,                0.91516,                0.78155,                0.62002,                0.45563,                 1.0144,               0.001981,               0.001981,               0.001981
                    326,                0.21479,                0.16677,                0.80593,                0.87486,                0.85308,                0.91684,                0.78275,                0.62691,                0.45679,                 1.0142,              0.0019563,              0.0019563,              0.0019563
                    327,                0.21778,                0.16784,                0.80353,                 0.8854,                0.85545,                0.91757,                0.77963,                0.63243,                0.46105,                 1.0185,              0.0019315,              0.0019315,              0.0019315
                    328,                0.21434,                0.16644,                0.80179,                0.88986,                0.85071,                 0.9175,                0.77987,                0.62467,                0.45073,                 1.0087,              0.0019068,              0.0019068,              0.0019068
                    329,                0.22053,                0.16947,                0.80718,                0.87538,                 0.8656,                 0.9183,                0.77774,                0.62235,                0.45224,                 1.0033,               0.001882,               0.001882,               0.001882
                    330,                0.21359,                0.16497,                0.79693,                0.89275,                0.86793,                0.92209,                0.78448,                0.61831,                0.45186,                0.99704,              0.0018572,              0.0018572,              0.0018572
                    331,                0.22246,                0.16682,                0.80876,                0.87099,                0.88152,                0.92121,                0.77916,                0.62478,                0.45376,                 1.0018,              0.0018325,              0.0018325,              0.0018325
                    332,                0.21145,                0.16155,                 0.8062,                0.87328,                0.88187,                0.91493,                0.77889,                0.61998,                0.44685,                  1.006,              0.0018077,              0.0018077,              0.0018077
                    333,                 0.2177,                0.16674,                0.80516,                0.86788,                  0.891,                0.91926,                0.78225,                0.61899,                0.43943,                 1.0086,               0.001783,               0.001783,               0.001783
                    334,                 0.2107,                0.16561,                0.80486,                0.86734,                  0.891,                 0.9224,                0.78363,                0.62392,                0.43365,                 1.0133,              0.0017582,              0.0017582,              0.0017582
                    335,                0.20979,                 0.1629,                0.80269,                0.87129,                0.89336,                0.92428,                0.78033,                0.62879,                 0.4316,                 1.0123,              0.0017335,              0.0017335,              0.0017335
                    336,                0.20917,                0.16311,                0.80396,                0.87011,                0.89573,                0.92201,                0.78067,                0.63227,                 0.4232,                 1.0195,              0.0017087,              0.0017087,              0.0017087
                    337,                0.20424,                0.15838,                 0.8058,                0.87637,                 0.8903,                0.92288,                0.78166,                0.63143,                0.41809,                 1.0227,               0.001684,               0.001684,               0.001684
                    338,                0.21735,                0.16467,                0.80174,                0.87219,                0.89336,                0.92125,                0.78521,                0.63325,                0.41491,                 1.0269,              0.0016592,              0.0016592,              0.0016592
                    339,                0.20913,                0.15944,                0.80853,                0.89908,                 0.8656,                0.92374,                0.78256,                0.63186,                   0.41,                 1.0261,              0.0016345,              0.0016345,              0.0016345
                    340,                0.21383,                0.16409,                0.80882,                 0.8843,                0.86936,                0.91835,                0.77898,                0.63758,                0.41984,                 1.0286,              0.0016097,              0.0016097,              0.0016097
                    341,                0.21515,                0.16668,                0.80887,                0.88964,                0.86493,                0.91582,                0.77366,                0.63529,                0.43652,                 1.0208,               0.001585,               0.001585,               0.001585
                    342,                0.20615,                0.15721,                0.80188,                0.88064,                0.87415,                0.91881,                0.77434,                0.64167,                0.43001,                   1.02,              0.0015602,              0.0015602,              0.0015602
                    343,                0.21111,                0.16293,                0.80612,                0.89918,                 0.8673,                0.92079,                0.78014,                0.64148,                0.41871,                 1.0199,              0.0015355,              0.0015355,              0.0015355
                    344,                0.21114,                0.16192,                 0.8061,                0.89191,                 0.8673,                0.92053,                0.78043,                0.63463,                0.42184,                 1.0139,              0.0015107,              0.0015107,              0.0015107
                    345,                0.20949,                0.15979,                0.80526,                0.90602,                0.85071,                0.91919,                0.77805,                0.62685,                0.42435,                 1.0069,               0.001486,               0.001486,               0.001486
                    346,                0.21441,                0.16496,                0.80143,                0.87243,                0.88626,                 0.9221,                0.78283,                0.61492,                0.42615,                0.99702,              0.0014612,              0.0014612,              0.0014612
                    347,                0.21049,                0.16492,                0.79599,                 0.8905,                0.87678,                0.92464,                0.78991,                0.61658,                0.42569,                0.99635,              0.0014365,              0.0014365,              0.0014365
                    348,                0.20394,                0.15874,                0.81103,                0.88114,                0.88389,                0.92499,                0.79111,                0.61828,                0.42581,                 1.0022,              0.0014117,              0.0014117,              0.0014117
                    349,                0.19873,                0.15164,                0.80071,                0.85837,                0.88863,                0.92011,                0.78924,                0.61823,                0.43473,                 1.0076,               0.001387,               0.001387,               0.001387
                    350,                0.20391,                 0.1605,                0.80394,                0.88161,                0.86967,                0.91802,                0.78815,                0.61191,                0.42584,                 1.0048,              0.0013622,              0.0013622,              0.0013622
                    351,                0.20934,                0.15898,                0.80536,                0.89351,                0.86493,                0.91824,                0.78619,                0.61259,                 0.4308,                 1.0074,              0.0013375,              0.0013375,              0.0013375
                    352,                0.20534,                0.15633,                0.79957,                0.89658,                0.86284,                0.91959,                 0.7866,                0.60855,                 0.4241,                 1.0037,              0.0013128,              0.0013128,              0.0013128
                    353,                0.20734,                  0.161,                0.80884,                0.89454,                 0.8673,                0.92138,                0.78886,                0.60589,                0.42415,                 1.0008,               0.001288,               0.001288,               0.001288
                    354,                 0.2148,                0.16593,                0.80567,                0.87179,                0.87915,                0.91966,                0.78781,                0.61314,                0.43525,                 1.0072,              0.0012633,              0.0012633,              0.0012633
                    355,                 0.1997,                 0.1616,                0.80455,                0.88041,                0.87228,                0.92107,                0.79024,                0.60764,                0.42751,                 1.0044,              0.0012385,              0.0012385,              0.0012385
                    356,                0.20076,                0.15408,                0.80464,                0.89226,                0.86347,                 0.9233,                 0.7932,                0.60549,                0.41903,                 1.0041,              0.0012138,              0.0012138,              0.0012138
                    357,                0.19946,                0.15324,                0.80042,                  0.884,                0.86683,                0.92482,                0.79289,                0.60428,                0.42692,                 1.0036,               0.001189,               0.001189,               0.001189
                    358,                0.20334,                0.15654,                0.79462,                0.88079,                0.87545,                0.92464,                0.78692,                0.60949,                0.43873,                 1.0087,              0.0011643,              0.0011643,              0.0011643
                    359,                0.20906,                0.15911,                0.80377,                0.87351,                0.88364,                 0.9256,                0.78988,                0.61305,                0.43608,                 1.0159,              0.0011395,              0.0011395,              0.0011395
                    360,                0.19749,                0.15618,                0.80662,                0.85455,                0.89106,                0.92404,                0.78942,                0.61285,                0.42285,                 1.0152,              0.0011148,              0.0011148,              0.0011148
                    361,                 0.2051,                0.15559,                0.79993,                0.88184,                 0.8673,                 0.9211,                 0.7892,                0.61336,                0.42748,                 1.0144,                0.00109,                0.00109,                0.00109
                    362,                0.20211,                0.15247,                0.80656,                0.86824,                0.87448,                0.92002,                0.79363,                0.61282,                0.43546,                  1.015,              0.0010653,              0.0010653,              0.0010653
                    363,                0.19878,                0.15167,                0.80453,                0.88409,                0.85545,                0.92005,                0.79316,                0.61047,                0.43607,                 1.0147,              0.0010405,              0.0010405,              0.0010405
                    364,                0.19817,                0.14828,                0.80193,                0.87256,                0.86493,                0.92081,                0.79118,                0.61367,                0.44271,                 1.0151,              0.0010158,              0.0010158,              0.0010158
                    365,                0.19766,                 0.1558,                0.79723,                0.87748,                0.86556,                0.91992,                0.78835,                0.61902,                0.44325,                 1.0183,               0.000991,               0.000991,               0.000991
                    366,                0.19801,                0.15097,                0.79788,                 0.8834,                0.86174,                0.91972,                0.78837,                0.61526,                0.43725,                  1.019,             0.00096625,             0.00096625,             0.00096625
                    367,                0.19662,                0.15187,                0.79415,                0.87365,                0.86967,                0.92032,                 0.7868,                0.61529,                 0.4375,                 1.0223,              0.0009415,              0.0009415,              0.0009415
                    368,                0.19701,                0.15068,                0.80374,                0.89842,                0.84834,                0.92097,                0.78824,                0.61485,                0.43958,                 1.0232,             0.00091675,             0.00091675,             0.00091675
                    369,                0.19708,                0.15067,                0.79973,                0.89651,                0.85308,                0.92219,                0.78985,                0.61725,                0.42891,                 1.0256,               0.000892,               0.000892,               0.000892
                    370,                0.19569,                0.14853,                0.79833,                0.89261,                0.84695,                0.91809,                0.78889,                0.61818,                0.42468,                 1.0239,             0.00086725,             0.00086725,             0.00086725
                    371,                0.19608,                0.15103,                0.80149,                0.87449,                0.86967,                0.91806,                0.78894,                0.61697,                0.42299,                 1.0243,              0.0008425,              0.0008425,              0.0008425
                    372,                0.19395,                0.14912,                0.79692,                0.89301,                0.85051,                0.91842,                0.79106,                0.61422,                0.42471,                 1.0229,             0.00081775,             0.00081775,             0.00081775
                    373,                0.19501,                0.14885,                0.80996,                0.90815,                0.84344,                0.91815,                0.79132,                0.61284,                0.41974,                 1.0192,               0.000793,               0.000793,               0.000793
                    374,                0.19217,                0.14534,                0.80424,                0.90368,                0.84479,                0.91771,                0.79034,                0.61359,                0.42358,                 1.0183,             0.00076825,             0.00076825,             0.00076825
                    375,                0.19553,                0.15389,                0.80007,                 0.9134,                 0.8436,                0.91989,                0.79115,                 0.6135,                0.42315,                 1.0199,              0.0007435,              0.0007435,              0.0007435
                    376,                0.20186,                0.15282,                0.80591,                0.90778,                 0.8436,                0.91801,                0.78969,                0.61481,                0.42171,                 1.0248,             0.00071875,             0.00071875,             0.00071875
                    377,                0.19095,                0.14438,                0.80589,                0.87656,                0.87506,                0.91632,                0.78837,                0.62229,                0.42641,                 1.0315,               0.000694,               0.000694,               0.000694
                    378,                0.19191,                0.14753,                 0.8011,                0.88103,                0.86967,                0.91566,                0.78842,                 0.6232,                0.42785,                 1.0327,             0.00066925,             0.00066925,             0.00066925
                    379,                 0.1941,                0.15228,                0.80467,                0.88469,                 0.8727,                0.92085,                0.79125,                0.61981,                0.42849,                 1.0307,              0.0006445,              0.0006445,              0.0006445
                    380,                0.18897,                0.14853,                0.80234,                0.88826,                0.87441,                0.91903,                0.79083,                0.61857,                 0.4324,                 1.0264,             0.00061975,             0.00061975,             0.00061975
                    381,                0.18872,                0.14658,                 0.8002,                0.88065,                0.87428,                0.91756,                0.78918,                0.61845,                 0.4296,                 1.0255,               0.000595,               0.000595,               0.000595
                    382,                0.18689,                0.14367,                0.80186,                0.88029,                0.86967,                0.91576,                0.78946,                0.62042,                0.42813,                 1.0279,             0.00057025,             0.00057025,             0.00057025
                    383,                0.19171,                0.14909,                0.79843,                0.88027,                0.87915,                0.92053,                 0.7909,                0.61962,                 0.4244,                 1.0268,              0.0005455,              0.0005455,              0.0005455
                    384,                0.18927,                0.14446,                0.80722,                0.88329,                0.88626,                0.92469,                  0.792,                0.61819,                0.42054,                 1.0229,             0.00052075,             0.00052075,             0.00052075
                    385,                0.19671,                0.15071,                0.80075,                0.88785,                0.87678,                0.92167,                0.79186,                0.61672,                0.42144,                 1.0193,               0.000496,               0.000496,               0.000496
                    386,                0.19038,                0.14452,                0.80352,                0.89534,                0.87171,                0.92296,                0.79077,                0.61502,                0.42243,                 1.0205,             0.00047125,             0.00047125,             0.00047125
                    387,                0.19951,                0.15068,                 0.8004,                0.88621,                0.87204,                0.92052,                0.79107,                0.61526,                0.42805,                 1.0224,              0.0004465,              0.0004465,              0.0004465
                    388,                0.18678,                0.14235,                0.79941,                0.88657,                0.87678,                0.91996,                0.79317,                0.61539,                0.42387,                  1.023,             0.00042175,             0.00042175,             0.00042175
                    389,                0.18122,                0.14054,                0.80115,                0.88308,                0.87915,                0.92298,                0.79323,                0.61472,                0.42216,                 1.0246,               0.000397,               0.000397,               0.000397
                    390,                0.18855,                0.14408,                0.80097,                0.90322,                0.86247,                 0.9242,                 0.7928,                0.61737,                0.42356,                 1.0262,             0.00037225,             0.00037225,             0.00037225
                    391,                0.18839,                0.14225,                0.80129,                0.88569,                0.87204,                0.92315,                0.79237,                0.61549,                0.43019,                 1.0245,              0.0003475,              0.0003475,              0.0003475
                    392,                0.18958,                0.14457,                0.79965,                0.88725,                0.87642,                0.92326,                0.79305,                0.61556,                0.43001,                 1.0224,             0.00032275,             0.00032275,             0.00032275
                    393,                0.18577,                0.14174,                0.80743,                0.88922,                0.87495,                0.92323,                0.79091,                0.61776,                0.42819,                 1.0245,               0.000298,               0.000298,               0.000298
                    394,                0.18061,                0.14045,                0.79464,                0.88075,                0.87513,                0.92227,                0.79133,                0.61718,                 0.4283,                 1.0247,             0.00027325,             0.00027325,             0.00027325
                    395,                0.18365,                0.13995,                0.80143,                0.88036,                0.87183,                0.92069,                0.79384,                 0.6159,                0.42953,                 1.0254,              0.0002485,              0.0002485,              0.0002485
                    396,                0.17916,                 0.1365,                 0.7998,                0.87683,                0.87915,                 0.9194,                0.79232,                0.61635,                0.42976,                 1.0264,             0.00022375,             0.00022375,             0.00022375
                    397,                0.19525,                0.14687,                0.80709,                0.87576,                0.87915,                0.92037,                0.79371,                0.61599,                0.42698,                 1.0267,               0.000199,               0.000199,               0.000199
                    398,                0.18492,                0.13862,                0.79838,                0.88593,                0.86498,                0.91909,                0.79366,                0.61437,                0.42406,                 1.0258,             0.00017425,             0.00017425,             0.00017425
                    399,                0.18719,                0.14308,                0.79704,                0.88715,                0.86967,                0.92026,                0.79385,                0.61648,                0.42754,                 1.0268,              0.0001495,              0.0001495,              0.0001495
